FullyPaid, IntRate ,Installment,logannual.inc,FICO,RevBal,Purpose,,
Yes, 0.14 ,255.86,11.04764666,687,29828,home_improvement,,
Yes, 0.17 ,107.01,11.40756495,667,42876,debt_consolidation,,
Yes, 0.19 ,185.04,11.22524339,652,24671,debt_consolidation,,
Yes, 0.08 ,125.35,10.30895266,752,70,major_purchase,,
No, 0.15 ,68.85,11.12726298,662,10498,all_other,,
No, 0.11 ,210.56,10.6454249,682,4713,all_other,,
No, 0.15 ,260.47,10.98536052,647,8135,debt_consolidation,,
Yes, 0.15 ,138.31,10.12647109,642,2387,all_other,,
Yes, 0.15 ,175.55,10.71441777,697,5132,debt_consolidation,,
Yes, 0.13 ,57.48,10.17381999,652,6962,debt_consolidation,,
Yes, 0.14 ,163.01,10.50232405,652,4684,credit_card,,
Yes, 0.13 ,46.91,9.740968623,672,3368,major_purchase,,
No, 0.11 ,230.3,11.41751528,677,12965,all_other,,
No, 0.14 ,102.8,10.71441777,652,12862,all_other,,
Yes, 0.11 ,210.56,10.91501573,682,5815,all_other,,
No, 0.10 ,188.91,10.59663473,727,33,home_improvement,,
Yes, 0.08 ,94.01,9.546812609,737,100,major_purchase,,
No, 0.13 ,84.53,9.952277717,662,3402,debt_consolidation,,
No, 0.15 ,165.23,11.39075783,647,9976,credit_card,,
Yes, 0.16 ,265.17,11.28978191,682,61422,all_other,,
Yes, 0.19 ,244.28,11.8313792,642,205016,all_other,,
Yes, 0.15 ,62.24,11.00209984,647,47253,debt_consolidation,,
Yes, 0.12 ,247.9,11.22524339,707,75661,debt_consolidation,,
Yes, 0.14 ,135.84,10.71441777,657,12514,educational,,
Yes, 0.08 ,62.97,10.6454249,727,305,home_improvement,,
Yes, 0.12 ,247.9,11.05089001,682,2535,debt_consolidation,,
Yes, 0.12 ,33.36,9.740968623,662,984,major_purchase,,
No, 0.11 ,33.73,9.392661929,697,440,all_other,,
Yes, 0.13 ,252.42,10.818177,672,5559,debt_consolidation,,
Yes, 0.15 ,69.78,10.79957558,642,1690,debt_consolidation,,
No, 0.12 ,250.15,11.56171563,687,20947,educational,,
Yes, 0.15 ,259.33,11.17043516,672,34872,all_other,,
Yes, 0.14 ,255.86,12.01370075,672,14289,all_other,,
Yes, 0.09 ,126.52,9.903487553,732,37,all_other,,
No, 0.14 ,75.06,10.59663473,642,11606,credit_card,,
No, 0.13 ,64.79,10.34174248,667,11806,all_other,,
Yes, 0.13 ,252.42,12.07254125,667,84355,debt_consolidation,,
Yes, 0.09 ,160.05,10.59663473,722,17755,debt_consolidation,,
Yes, 0.11 ,98.26,10.59663473,677,3127,all_other,,
Yes, 0.14 ,164.48,10.46321762,647,2161,all_other,,
Yes, 0.08 ,220.39,10.1266311,732,1568,all_other,,
Yes, 0.14 ,238.81,10.30895266,657,5710,all_other,,
Yes, 0.10 ,243.38,12.08953883,712,161337,all_other,,
Yes, 0.16 ,265.17,11.22021745,657,8772,debt_consolidation,,
Yes, 0.08 ,157.43,10.81977828,737,973,all_other,,
No, 0.09 ,240.08,11.69524702,752,190486,all_other,,
Yes, 0.13 ,234.55,11.1844214,742,52964,credit_card,,
Yes, 0.09 ,143.25,11.06657586,722,4764,home_improvement,,
No, 0.14 ,203.76,11.48242502,657,8918,debt_consolidation,,
No, 0.14 ,119.41,11.26446411,647,5376,all_other,,
No, 0.14 ,135.84,10.858999,652,11587,debt_consolidation,,
No, 0.15 ,258.16,10.96819829,652,939,credit_card,,
Yes, 0.19 ,58.34,11.72964845,642,73943,all_other,,
No, 0.11 ,246.75,11.81303006,712,76428,debt_consolidation,,
Yes, 0.14 ,218.34,10.6454249,657,8312,credit_card,,
Yes, 0.14 ,220.74,11.3083583,657,4037,credit_card,,
Yes, 0.13 ,60.86,10.34817337,652,162,all_other,,
No, 0.12 ,160.1,10.91508846,667,20749,all_other,,
Yes, 0.08 ,56.68,10.73639668,732,309,all_other,,
Yes, 0.15 ,189.32,10.59663473,642,4030,debt_consolidation,,
Yes, 0.10 ,48.68,8.9226583,687,1954,credit_card,,
No, 0.17 ,124.84,11.15625052,662,7461,all_other,,
Yes, 0.10 ,242.29,11.56171563,712,5495,debt_consolidation,,
Yes, 0.12 ,40.03,10.23995979,662,2391,all_other,,
Yes, 0.12 ,208.25,10.6454249,682,29116,debt_consolidation,,
Yes, 0.06 ,184.28,10.35964577,647,7884,debt_consolidation,,
Yes, 0.12 ,181.79,9.903687533,677,5111,debt_consolidation,,
No, 0.10 ,96.47,9.472396897,702,1470,debt_consolidation,,
Yes, 0.08 ,94.01,9.903487553,732,814,all_other,,
Yes, 0.10 ,97.27,9.68009397,707,758,major_purchase,,
Yes, 0.16 ,197.99,11.05089001,662,14343,debt_consolidation,,
Yes, 0.16 ,122.64,10.96812932,692,9662,debt_consolidation,,
Yes, 0.15 ,260.47,11.22524339,647,12902,home_improvement,,
Yes, 0.13 ,114.96,10.30895266,687,3451,credit_card,,
Yes, 0.14 ,254.7,10.91508846,662,17599,home_improvement,,
Yes, 0.11 ,128.56,10.6454249,692,3083,debt_consolidation,,
Yes, 0.08 ,182.46,10.26813067,782,449,all_other,,
Yes, 0.14 ,135.84,10.9331784,652,1254,all_other,,
No, 0.12 ,249,11.88448902,682,105863,debt_consolidation,,
Yes, 0.16 ,63.95,9.903687533,667,5411,debt_consolidation,,
Yes, 0.13 ,169.05,10.83958091,657,3024,all_other,,
Yes, 0.15 ,41.31,10.81627215,652,12759,all_other,,
Yes, 0.14 ,81.51,10.17198681,662,558,all_other,,
Yes, 0.13 ,75.39,11.66838957,667,210,all_other,,
No, 0.11 ,32.61,9.998797732,687,6720,all_other,,
Yes, 0.11 ,245.65,11.09741002,692,23192,credit_card,,
Yes, 0.11 ,213.85,11.42954386,682,32776,credit_card,,
Yes, 0.13 ,67.62,10.37349118,652,2324,debt_consolidation,,
Yes, 0.16 ,149.59,10.46321762,667,6644,all_other,,
Yes, 0.13 ,134.03,10.00784757,702,2740,debt_consolidation,,
Yes, 0.13 ,121.72,11.231623,657,3453,all_other,,
No, 0.10 ,113.58,11.15625052,692,6469,major_purchase,,
Yes, 0.12 ,199.2,10.77895629,677,4956,debt_consolidation,,
Yes, 0.17 ,107.01,11.15625052,657,43878,home_improvement,,
Yes, 0.13 ,67.02,11.9511804,662,32135,educational,,
Yes, 0.14 ,61.13,10.95080655,652,4334,all_other,,
Yes, 0.14 ,95.95,10.81977828,642,4151,debt_consolidation,,
No, 0.13 ,252.2,10.42228135,667,5528,debt_consolidation,,
No, 0.15 ,186.72,10.77895629,652,21093,all_other,,
Yes, 0.08 ,141.02,10.16600565,767,1057,all_other,,
Yes, 0.15 ,243.11,10.73630972,652,12634,major_purchase,,
Yes, 0.12 ,194.22,11.60827201,677,15038,debt_consolidation,,
Yes, 0.15 ,258.16,11.91839057,697,91148,debt_consolidation,,
Yes, 0.14 ,181.61,10.91501573,657,3729,debt_consolidation,,
No, 0.13 ,42.42,9.798127037,652,1157,educational,,
Yes, 0.11 ,245.65,10.71441777,687,5148,credit_card,,
No, 0.14 ,102.8,9.998797732,647,7872,debt_consolidation,,
No, 0.12 ,231.14,11.06676335,687,5260,all_other,,
Yes, 0.13 ,251.3,10.66895539,667,1,debt_consolidation,,
Yes, 0.14 ,136.46,10.25765937,647,1485,all_other,,
No, 0.15 ,261.65,10.91508846,667,41705,credit_card,,
Yes, 0.10 ,242.04,11.73606902,737,276911,all_other,,
Yes, 0.15 ,202.08,10.46321762,687,5748,credit_card,,
Yes, 0.12 ,193.26,10.15393494,687,8883,debt_consolidation,,
Yes, 0.19 ,145.7,11.00209984,657,18242,all_other,,
Yes, 0.12 ,249.9,11.09741002,677,5319,credit_card,,
No, 0.15 ,260.25,11.69524702,652,21881,all_other,,
Yes, 0.09 ,113.87,10.43399815,717,372,all_other,,
Yes, 0.14 ,170.41,10.30895266,657,2229,all_other,,
No, 0.13 ,81.07,9.85198371,687,0,all_other,,
Yes, 0.15 ,138.8,10.46310334,642,1085,all_other,,
No, 0.14 ,205.42,10.83958091,657,4050,all_other,,
Yes, 0.16 ,263.72,10.71441777,652,15056,credit_card,,
Yes, 0.15 ,86.75,10.04324949,667,4374,all_other,,
Yes, 0.17 ,266.1,10.81977828,642,15831,home_improvement,,
Yes, 0.14 ,239.66,11.17043516,657,8558,credit_card,,
No, 0.11 ,244.27,10.59663473,702,599,credit_card,,
Yes, 0.10 ,160.64,10.42797937,717,2208,all_other,,
Yes, 0.13 ,150.63,10.91508846,662,20578,credit_card,,
Yes, 0.14 ,169.8,11.46163217,657,10978,credit_card,,
Yes, 0.12 ,364.89,11.05673006,687,22954,credit_card,,
Yes, 0.15 ,306.7,10.4487146,647,7424,debt_consolidation,,
Yes, 0.16 ,245.07,10.30895266,662,12814,debt_consolidation,,
Yes, 0.12 ,116.1,11.60827201,672,390,all_other,,
No, 0.16 ,235.44,10.4487146,647,16690,debt_consolidation,,
No, 0.17 ,534.5,12.12269104,647,49303,credit_card,,
Yes, 0.12 ,497.58,11.08214255,702,24985,home_improvement,,
Yes, 0.18 ,144.43,10.86856845,662,15473,all_other,,
Yes, 0.11 ,35.83,9.547098282,687,1032,all_other,,
Yes, 0.17 ,503.32,10.71441777,652,11577,all_other,,
Yes, 0.15 ,174.26,10.77895629,652,901,all_other,,
Yes, 0.19 ,274.39,11.31447453,652,22515,debt_consolidation,,
Yes, 0.16 ,262.57,10.87039535,652,20032,debt_consolidation,,
No, 0.16 ,157.55,10.65608219,662,5361,educational,,
Yes, 0.14 ,140.37,11.1844214,652,3842,all_other,,
Yes, 0.16 ,281.3,11.40756495,657,50545,credit_card,,
No, 0.12 ,232.2,12.56024446,682,20205,all_other,,
Yes, 0.11 ,50.49,10.30895266,697,1085,all_other,,
Yes, 0.14 ,40.9,10.46310334,707,10975,all_other,,
Yes, 0.14 ,134.38,11.2553328,657,11162,credit_card,,
No, 0.14 ,71.9,10.6454249,652,5057,educational,,
No, 0.13 ,233.06,11.91839057,697,21293,credit_card,,
Yes, 0.19 ,155.49,10.9455436,667,41478,credit_card,,
Yes, 0.14 ,109.06,10.86856845,652,5070,major_purchase,,
Yes, 0.12 ,166.75,10.7045021,687,9387,debt_consolidation,,
Yes, 0.11 ,111.25,10.2327913,702,3999,all_other,,
Yes, 0.15 ,259.08,10.7342204,652,6131,debt_consolidation,,
Yes, 0.14 ,160.18,10.46310334,667,832,debt_consolidation,,
Yes, 0.15 ,152.68,11.00209984,642,5770,all_other,,
Yes, 0.13 ,183.24,10.6454249,667,0,major_purchase,,
Yes, 0.19 ,109.28,10.69194491,647,20685,educational,,
Yes, 0.14 ,266.99,10.59663473,672,3780,debt_consolidation,,
Yes, 0.11 ,73.14,10.87804719,702,31412,debt_consolidation,,
Yes, 0.14 ,119.83,10.71441777,657,9771,all_other,,
No, 0.18 ,269.61,10.89673933,672,23618,credit_card,,
Yes, 0.15 ,41.64,10.59182318,652,9408,debt_consolidation,,
Yes, 0.14 ,170.41,11.2515607,657,22458,credit_card,,
No, 0.16 ,263.72,11.51292546,642,25366,debt_consolidation,,
Yes, 0.13 ,235.39,10.20359214,792,8220,credit_card,,
Yes, 0.14 ,61.35,9.852194258,682,1279,educational,,
Yes, 0.15 ,209.12,10.08580911,657,8686,all_other,,
Yes, 0.16 ,227.56,11.86709728,652,63685,home_improvement,,
Yes, 0.19 ,245.13,10.71441777,647,31939,credit_card,,
Yes, 0.15 ,55.27,11.55214618,652,31140,debt_consolidation,,
Yes, 0.17 ,223.6,11.28978191,642,16012,debt_consolidation,,
No, 0.13 ,192.47,11.8473957,687,79395,home_improvement,,
Yes, 0.14 ,257.91,10.818177,657,10221,credit_card,,
Yes, 0.13 ,185.77,11.01862914,677,25457,credit_card,,
No, 0.12 ,202.35,11.00209984,712,32573,credit_card,,
No, 0.13 ,253.32,11.56171563,677,3607,all_other,,
Yes, 0.14 ,165.92,10.37349118,727,11285,debt_consolidation,,
No, 0.17 ,125.28,11.19547123,642,55147,all_other,,
Yes, 0.16 ,175.05,10.34174248,677,9267,all_other,,
Yes, 0.13 ,41.2,10.71441777,677,21022,debt_consolidation,,
Yes, 0.15 ,51.41,10.57544174,647,3975,all_other,,
Yes, 0.17 ,229.73,11.15625052,642,14157,debt_consolidation,,
Yes, 0.17 ,153.02,11.00209984,642,18641,all_other,,
Yes, 0.18 ,86.66,11.10721033,647,1601,debt_consolidation,,
Yes, 0.13 ,193.31,11.49272276,677,26390,debt_consolidation,,
Yes, 0.17 ,170.3,10.84801583,657,30177,debt_consolidation,,
No, 0.14 ,137.55,11.28978191,662,27954,all_other,,
Yes, 0.17 ,266.1,12.15477935,667,149621,credit_card,,
Yes, 0.15 ,103.63,10.57131693,652,2060,all_other,,
Yes, 0.16 ,246.14,11.38509209,647,46670,credit_card,,
Yes, 0.15 ,52.05,9.035986985,652,1764,educational,,
Yes, 0.15 ,84.64,11.1844214,662,2199,credit_card,,
Yes, 0.15 ,227.29,11.40756495,652,55753,debt_consolidation,,
Yes, 0.13 ,199.17,10.71441777,697,397,credit_card,,
No, 0.14 ,68.78,11.51292546,697,53440,all_other,,
Yes, 0.12 ,198.12,10.81977828,682,9797,credit_card,,
Yes, 0.16 ,112.52,11.14836235,667,7087,all_other,,
Yes, 0.14 ,59.92,11.56171563,657,30734,debt_consolidation,,
Yes, 0.18 ,107.85,10.75907241,662,2663,educational,,
No, 0.19 ,81.05,10.27505111,667,6020,educational,,
No, 0.12 ,250.58,11.51292546,692,24868,all_other,,
Yes, 0.19 ,276.29,11.91839057,667,152189,debt_consolidation,,
No, 0.14 ,221.12,11.91839057,672,88223,credit_card,,
Yes, 0.16 ,140.4,10.34174248,652,11157,debt_consolidation,,
Yes, 0.13 ,337.14,11.00209984,692,8968,debt_consolidation,,
No, 0.11 ,276.84,10.93221371,707,6178,home_improvement,,
Yes, 0.11 ,659.14,11.49272276,717,106366,small_business,,
Yes, 0.14 ,85.05,11.08220409,667,2368,debt_consolidation,,
Yes, 0.15 ,275.84,10.82337182,662,3982,debt_consolidation,,
Yes, 0.17 ,116.12,10.1266311,672,13430,debt_consolidation,,
Yes, 0.11 ,262.45,12.61153775,732,255001,credit_card,,
Yes, 0.13 ,674.27,11.8493977,697,26761,small_business,,
Yes, 0.13 ,202.28,11.15625052,677,244,home_improvement,,
No, 0.13 ,541.89,11.05089001,702,19516,debt_consolidation,,
Yes, 0.17 ,857.46,12.30951332,672,40099,debt_consolidation,,
Yes, 0.11 ,262.45,10.71441777,722,26610,debt_consolidation,,
Yes, 0.13 ,677.36,11.7829526,682,134025,small_business,,
Yes, 0.12 ,266.06,11.33857208,702,1077,all_other,,
No, 0.15 ,869.7,12.20607265,682,54003,debt_consolidation,,
Yes, 0.14 ,850.44,11.60823564,702,238903,small_business,,
Yes, 0.16 ,701.96,11.28978191,697,3401,all_other,,
Yes, 0.17 ,302.33,11.00209984,682,0,debt_consolidation,,
Yes, 0.15 ,869.7,11.7905572,707,20794,small_business,,
Yes, 0.18 ,901.06,11.28978191,672,35251,debt_consolidation,,
Yes, 0.09 ,127.91,11.69524702,727,138492,home_improvement,,
No, 0.13 ,168.57,10.29200994,672,4546,debt_consolidation,,
Yes, 0.13 ,268.48,10.51867319,707,2479,all_other,,
Yes, 0.13 ,539.42,11.21182037,697,16917,debt_consolidation,,
Yes, 0.12 ,165.55,9.998615898,702,1312,debt_consolidation,,
Yes, 0.12 ,665.15,12.57764999,712,211463,home_improvement,,
No, 0.14 ,257.43,10.75798798,677,29895,small_business,,
Yes, 0.13 ,337.14,10.83958091,707,3359,all_other,,
Yes, 0.15 ,311.68,10.30895266,662,11255,credit_card,,
No, 0.13 ,268.48,10.77895629,677,7368,credit_card,,
Yes, 0.13 ,845,11.98292909,712,16716,small_business,,
Yes, 0.12 ,264.88,10.73639668,702,6290,debt_consolidation,,
No, 0.13 ,541.89,11.91839057,682,146579,credit_card,,
No, 0.15 ,869.7,10.71441777,697,18840,debt_consolidation,,
Yes, 0.16 ,559.13,10.6454249,707,8044,educational,,
No, 0.14 ,154.46,10.38899537,687,2967,debt_consolidation,,
No, 0.09 ,95.94,11.22524339,727,3484,small_business,,
Yes, 0.12 ,334.11,10.59663473,692,23534,credit_card,,
No, 0.11 ,365.78,12.76569986,717,228727,debt_consolidation,,
Yes, 0.15 ,189.64,10.08580911,672,4609,debt_consolidation,,
Yes, 0.16 ,114.27,9.798127037,662,1748,educational,,
Yes, 0.14 ,252.28,11.08214255,667,13081,home_improvement,,
Yes, 0.13 ,773.22,11.49276357,712,29716,debt_consolidation,,
Yes, 0.12 ,186.57,10.91508846,702,6788,credit_card,,
Yes, 0.09 ,319.47,11.00209984,757,164974,credit_card,,
Yes, 0.19 ,479.66,11.42954386,662,58439,debt_consolidation,,
No, 0.16 ,350.02,11.22524339,677,9700,home_improvement,,
No, 0.15 ,538.78,11.15625052,672,67901,credit_card,,
Yes, 0.12 ,397.97,11.28978191,722,36719,credit_card,,
Yes, 0.17 ,534.41,11.48600638,677,1513,debt_consolidation,,
No, 0.13 ,138.89,10.16600565,677,27535,small_business,,
No, 0.13 ,268.95,10.81977828,697,49391,all_other,,
No, 0.14 ,340.76,10.858999,682,6641,debt_consolidation,,
Yes, 0.15 ,207.23,10.6454249,702,17295,debt_consolidation,,
Yes, 0.15 ,277.53,10.89858946,667,26814,all_other,,
Yes, 0.16 ,235.56,10.94022444,727,9007,debt_consolidation,,
Yes, 0.12 ,265.32,11.00209984,702,83434,debt_consolidation,,
Yes, 0.15 ,329.57,10.96301245,707,25506,debt_consolidation,,
Yes, 0.12 ,183.24,10.23981692,722,4405,debt_consolidation,,
Yes, 0.11 ,392.57,13.01700286,737,224090,small_business,,
Yes, 0.15 ,103.62,10.1266311,712,7162,home_improvement,,
Yes, 0.13 ,182.34,10.10659165,692,3039,debt_consolidation,,
Yes, 0.13 ,169.62,10.12647109,687,6608,debt_consolidation,,
No, 0.15 ,374.67,11.33857208,697,26598,credit_card,,
Yes, 0.15 ,139.39,10.08580911,682,1272,all_other,,
Yes, 0.17 ,178.14,10.16585182,667,8136,all_other,,
No, 0.17 ,250.49,10.37349118,667,26726,small_business,,
Yes, 0.13 ,334.67,11.64395373,722,141532,debt_consolidation,,
Yes, 0.14 ,511.14,12.68233167,722,13739,all_other,,
Yes, 0.15 ,241.76,10.48010092,672,6907,debt_consolidation,,
Yes, 0.08 ,282.03,11.51292546,777,212878,credit_card,,
No, 0.13 ,169.62,9.392661929,697,2905,debt_consolidation,,
No, 0.17 ,532.05,11.64395373,672,107611,all_other,,
Yes, 0.17 ,426.02,11.26446411,672,7672,credit_card,,
Yes, 0.12 ,497.46,11.40756495,712,96473,home_improvement,,
No, 0.13 ,337.71,11.15625052,692,27200,debt_consolidation,,
No, 0.13 ,189.12,10.49127422,712,40553,credit_card,,
Yes, 0.15 ,520.37,10.59663473,677,8193,debt_consolidation,,
Yes, 0.13 ,267.73,10.81977828,697,34938,major_purchase,,
Yes, 0.16 ,175.79,10.66886237,682,2754,all_other,,
No, 0.13 ,336.18,10.84642022,712,10227,debt_consolidation,,
Yes, 0.15 ,173.46,10.71441777,697,4840,educational,,
Yes, 0.15 ,518.06,11.25803322,687,2009,debt_consolidation,,
No, 0.12 ,497.46,10.69648007,727,5665,small_business,,
Yes, 0.13 ,294.16,11.56171563,682,112549,credit_card,,
Yes, 0.13 ,407.08,11.46167427,702,30250,debt_consolidation,,
Yes, 0.14 ,412.6,10.80972795,717,2976,debt_consolidation,,
Yes, 0.11 ,123.24,11.22524339,712,10673,small_business,,
Yes, 0.16 ,210.01,11.35040654,677,3735,all_other,,
Yes, 0.14 ,511.14,11.22524339,712,1914,small_business,,
Yes, 0.16 ,84.38,11.15625052,702,2024,small_business,,
No, 0.12 ,397.97,11.35040654,722,29669,small_business,,
No, 0.12 ,497.46,11.22524339,717,125642,debt_consolidation,,
Yes, 0.12 ,495.21,11.69524702,732,182274,debt_consolidation,,
Yes, 0.13 ,101.77,11.00209984,692,198,debt_consolidation,,
Yes, 0.19 ,546.27,11.98292909,677,15814,credit_card,,
No, 0.18 ,507.62,11.2708539,662,95801,educational,,
No, 0.19 ,295.18,10.76896908,667,11537,debt_consolidation,,
No, 0.16 ,168.76,11.00209984,667,9761,home_improvement,,
No, 0.16 ,336.02,10.30895266,672,9611,debt_consolidation,,
Yes, 0.15 ,345.37,11.00209984,682,32153,debt_consolidation,,
Yes, 0.18 ,362.59,10.91501573,687,3802,home_improvement,,
Yes, 0.13 ,336.18,11.54248427,722,10338,credit_card,,
Yes, 0.14 ,275.07,11.06272446,707,3606,all_other,,
No, 0.20 ,260.53,10.30895266,667,6402,debt_consolidation,,
Yes, 0.10 ,385.14,11.28978191,767,199390,all_other,,
Yes, 0.17 ,890.68,12.20607265,762,12352,small_business,,
Yes, 0.14 ,204.46,11.58524613,682,48818,all_other,,
Yes, 0.13 ,508.84,11.26446411,717,20490,debt_consolidation,,
Yes, 0.14 ,342.29,11.28983191,692,30585,debt_consolidation,,
Yes, 0.18 ,539.13,10.65725935,677,18208,debt_consolidation,,
Yes, 0.18 ,345.05,10.96819829,677,4656,all_other,,
No, 0.19 ,551.05,11.51292546,717,5212,credit_card,,
No, 0.13 ,270.17,10.77895629,707,5684,small_business,,
Yes, 0.14 ,171.15,10.12679109,682,4974,all_other,,
No, 0.17 ,532.05,10.727663,677,14625,educational,,
Yes, 0.09 ,127.79,11.51292546,737,116648,home_improvement,,
Yes, 0.16 ,315.02,10.20359214,682,8052,all_other,,
Yes, 0.15 ,174.24,10.95954023,677,8310,all_other,,
Yes, 0.12 ,333.15,11.62621844,732,12279,debt_consolidation,,
Yes, 0.14 ,483.49,11.15625052,692,34491,credit_card,,
Yes, 0.15 ,693.83,11.04611673,717,7657,small_business,,
No, 0.19 ,109.74,10.30895266,662,2994,debt_consolidation,,
Yes, 0.13 ,54.28,12.61153775,677,27197,all_other,,
Yes, 0.14 ,171.15,10.6454249,692,1064,all_other,,
Yes, 0.14 ,143.77,11.08312668,682,17126,debt_consolidation,,
Yes, 0.12 ,72.97,10.30895266,717,1243,all_other,,
Yes, 0.17 ,178.93,10.09410791,697,2526,all_other,,
Yes, 0.16 ,105.48,9.998615898,677,1270,all_other,,
Yes, 0.13 ,281.12,10.81977828,717,53243,all_other,,
Yes, 0.19 ,182.89,11.38509209,687,1897,educational,,
Yes, 0.14 ,170.38,10.1266311,692,5040,debt_consolidation,,
Yes, 0.14 ,684.58,11.54034606,727,92549,all_other,,
Yes, 0.15 ,206.86,10.91508846,717,2725,home_improvement,,
Yes, 0.15 ,103.62,9.852194258,702,915,all_other,,
No, 0.17 ,88.68,10.48391386,707,946,all_other,,
Yes, 0.17 ,342.02,11.21187442,667,3491,home_improvement,,
Yes, 0.15 ,69.7,9.998797732,702,2503,all_other,,
Yes, 0.15 ,66.49,9.287301413,687,1909,all_other,,
Yes, 0.16 ,700.04,11.87756858,737,116893,debt_consolidation,,
Yes, 0.19 ,332.07,10.48574786,662,434,debt_consolidation,,
No, 0.14 ,343.83,10.81977828,702,5558,debt_consolidation,,
Yes, 0.14 ,136.92,10.81985828,677,10046,debt_consolidation,,
Yes, 0.17 ,99.32,9.61580548,667,6399,major_purchase,,
Yes, 0.17 ,213.77,10.46310334,692,6030,all_other,,
Yes, 0.16 ,210.01,10.81977828,742,9400,all_other,,
Yes, 0.14 ,375.63,10.6454249,692,2216,debt_consolidation,,
Yes, 0.14 ,240.68,11.51292546,732,15222,small_business,,
Yes, 0.10 ,513.51,13.01700286,777,255805,home_improvement,,
Yes, 0.14 ,71.89,9.998797732,727,312,major_purchase,,
Yes, 0.15 ,312.23,10.43399815,682,11614,debt_consolidation,,
Yes, 0.13 ,504.27,10.59663473,717,60267,educational,,
Yes, 0.18 ,216.6,10.81977828,677,3433,credit_card,,
Yes, 0.17 ,267.21,10.59653473,672,3132,major_purchase,,
Yes, 0.14 ,302.42,11.37939407,692,122464,credit_card,,
Yes, 0.16 ,210.01,11.40756495,667,13841,all_other,,
No, 0.13 ,118.73,9.61580548,727,0,major_purchase,,
Yes, 0.16 ,335.48,11.08220409,712,7081,all_other,,
No, 0.17 ,287.31,10.91501573,667,16194,debt_consolidation,,
Yes, 0.12 ,239.87,10.27505111,722,15557,credit_card,,
No, 0.13 ,376.55,10.96819829,737,37589,small_business,,
Yes, 0.17 ,336.97,11.12732181,682,3050,all_other,,
Yes, 0.16 ,175.79,11.51292546,672,37335,major_purchase,,
Yes, 0.15 ,291.41,11.22524339,687,7,debt_consolidation,,
Yes, 0.14 ,82.15,10.858999,677,7718,credit_card,,
Yes, 0.15 ,522.7,11.35035948,702,12415,credit_card,,
No, 0.17 ,177.35,9.852194258,662,679,educational,,
Yes, 0.20 ,91.19,9.305650552,667,242,major_purchase,,
Yes, 0.17 ,35.79,9.903487553,682,1131,all_other,,
Yes, 0.18 ,170.73,9.61580548,707,0,all_other,,
Yes, 0.18 ,541.5,11.46163217,687,3118,debt_consolidation,,
Yes, 0.16 ,280.02,11.39639165,677,22187,all_other,,
Yes, 0.14 ,85.96,9.852194258,672,5475,debt_consolidation,,
No, 0.18 ,541.5,11.14186178,702,608,debt_consolidation,,
No, 0.14 ,171.15,10.03120068,717,362,debt_consolidation,,
No, 0.12 ,799.56,12.20609265,722,351453,all_other,,
Yes, 0.13 ,201.71,11.35040654,707,24364,home_improvement,,
No, 0.15 ,503.03,10.07693653,697,3695,debt_consolidation,,
Yes, 0.16 ,350.02,11.87756858,692,11105,all_other,,
Yes, 0.14 ,340.76,11.13453063,707,56903,all_other,,
Yes, 0.13 ,576.69,10.96280446,717,4583,debt_consolidation,,
Yes, 0.20 ,65.14,9.903487553,667,806,small_business,,
Yes, 0.14 ,85.58,10.25765937,732,0,all_other,,
Yes, 0.15 ,207.23,10.2646524,707,1185,all_other,,
Yes, 0.19 ,184.49,9.210340372,682,0,educational,,
Yes, 0.17 ,53.68,9.586582621,687,2308,all_other,,
Yes, 0.13 ,240.96,10.81977828,717,1306,small_business,,
No, 0.19 ,293.9,10.57704408,677,634,small_business,,
Yes, 0.16 ,670.96,10.6359516,692,10022,all_other,,
Yes, 0.13 ,504.27,11.40756495,727,19601,small_business,,
No, 0.17 ,715.69,11.35040654,727,28268,small_business,,
Yes, 0.16 ,87.9,8.672999643,672,727,all_other,,
Yes, 0.18 ,184.02,10.08580911,672,5204,debt_consolidation,,
Yes, 0.15 ,348.47,11.1420067,687,10631,all_other,,
No, 0.15 ,520.37,10.66886237,687,4490,home_improvement,,
Yes, 0.14 ,425.95,11.15625052,697,74042,small_business,,
No, 0.18 ,898.55,10.91508846,697,5341,major_purchase,,
Yes, 0.16 ,116.02,10.75790288,662,113,all_other,,
Yes, 0.16 ,352.26,11.57119437,707,726,home_improvement,,
Yes, 0.16 ,175.79,9.952277717,682,6348,major_purchase,,
Yes, 0.16 ,42.01,10.59663473,662,1498,credit_card,,
Yes, 0.13 ,118.73,10.14643373,692,2146,debt_consolidation,,
Yes, 0.08 ,338.43,11.55214618,792,186072,all_other,,
Yes, 0.17 ,178.14,10.81977828,667,8652,debt_consolidation,,
No, 0.17 ,514.32,11.35977429,667,22720,debt_consolidation,,
Yes, 0.15 ,871.16,12.03765399,707,4066,small_business,,
Yes, 0.15 ,552.59,11.39863632,732,15306,debt_consolidation,,
No, 0.15 ,48.36,10.20359214,682,124,all_other,,
No, 0.18 ,790.73,12.26434155,667,40604,debt_consolidation,,
Yes, 0.08 ,262.01,11.8493977,712,164861,all_other,,
Yes, 0.08 ,374.29,11.22524339,727,94064,all_other,,
Yes, 0.13 ,251.3,9.952277717,702,27216,debt_consolidation,,
Yes, 0.14 ,412.6,11.22524339,692,13084,debt_consolidation,,
No, 0.15 ,34.54,11.03488966,702,1914,all_other,,
Yes, 0.14 ,515.74,11.77535127,697,20761,debt_consolidation,,
